channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
NFL,UCDVYQ4Zhbm3S2dlz7P1GBDg,A Bad Lip Reading | NFL Kickoff 2020,A Bad Lip Reading | NFL Kickoff 2020,N9df606AJ6o,0,17,382210,2020-09-11 17:25:24,138,en,standard,17,Sports,True
Zealous,UCePxRBreVaMy_ontn4Vz2Yg,"I Won 1,000,000 Subscribers From A MrBeast Challenge","I Won 1,000,000 Subscribers From A MrBeast Challenge",Dw3PlTbqC2A,0,24,6106049,2020-09-11 17:25:24,139,en,asr,24,Entertainment,True
Eyewitness News ABC7NY,UCrlIS7z20CnVaCrMvdkig_g,Man fatally shot while walking dog in NYC,Man fatally shot while walking dog in NYC,rTyknC1-usw,0,25,275868,2020-09-11 17:25:24,140,en,asr,25,News & Politics,True
Eyewitness News ABC7NY,UCrlIS7z20CnVaCrMvdkig_g,Man fatally shot while walking dog in NYC,Man fatally shot while walking dog in NYC,rTyknC1-usw,0,25,275868,2020-09-11 17:25:24,140,en,standard,25,News & Politics,True
Eyewitness News ABC7NY,UCrlIS7z20CnVaCrMvdkig_g,Man fatally shot while walking dog in NYC,Man fatally shot while walking dog in NYC,rTyknC1-usw,0,25,275868,2020-09-11 17:25:24,140,en,standard,25,News & Politics,True
Linus Tech Tips,UCXuqSBlHAE6Xw-yeJA0Tunw,I can't believe how much I paid for this...,I can't believe how much I paid for this...,Ngy9TIbREJE,0,28,2986302,2020-09-11 17:25:24,141,en,standard,28,Science & Technology,True
Linus Tech Tips,UCXuqSBlHAE6Xw-yeJA0Tunw,I can't believe how much I paid for this...,I can't believe how much I paid for this...,Ngy9TIbREJE,0,28,2986302,2020-09-11 17:25:24,141,es-419,standard,28,Science & Technology,True
Linus Tech Tips,UCXuqSBlHAE6Xw-yeJA0Tunw,I can't believe how much I paid for this...,I can't believe how much I paid for this...,Ngy9TIbREJE,0,28,2986302,2020-09-11 17:25:24,141,pt-BR,standard,28,Science & Technology,True
Lexington Herald Leader,UCPhVqO6gISmStEikSvmvYyA,"Armed militia, Black Lives Matter protesters collide in Louisville marches","Armed militia, Black Lives Matter protesters collide in Louisville marches",-PLHPmlRcmw,0,25,1663719,2020-09-11 17:25:24,142,en,asr,25,News & Politics,True
Lexington Herald Leader,UCPhVqO6gISmStEikSvmvYyA,"Armed militia, Black Lives Matter protesters collide in Louisville marches","Armed militia, Black Lives Matter protesters collide in Louisville marches",-PLHPmlRcmw,0,25,1663719,2020-09-11 17:25:24,142,en,standard,25,News & Politics,True
SHENSEEAVEVO,UC3Ffys8TNCgwg_I4KYIsuIw,"Tarrus Riley - Lighter (Official Video) ft. Shenseea, Rvssian","Tarrus Riley - Lighter (Official Video) ft. Shenseea, Rvssian",V3Pavo7eCmI,0,10,1803733,2020-09-11 17:25:24,143,,,10,Music,True
KTLA 5,UCinjnmQEwCddOudyCC1v7qA,"7,000-acre El Dorado Fire was sparked at gender reveal party in Yucaipa: Cal Fire","7,000-acre El Dorado Fire was sparked at gender reveal party in Yucaipa: Cal Fire",9cjwT4nlwrQ,0,25,217077,2020-09-11 17:25:24,144,en,asr,25,News & Politics,True
KTLA 5,UCinjnmQEwCddOudyCC1v7qA,"7,000-acre El Dorado Fire was sparked at gender reveal party in Yucaipa: Cal Fire","7,000-acre El Dorado Fire was sparked at gender reveal party in Yucaipa: Cal Fire",9cjwT4nlwrQ,0,25,217077,2020-09-11 17:25:24,144,en,standard,25,News & Politics,True
Wranglerstar,UCMIjEnXruVHtvgSVf6TgfUg,The Real Reason We Moved,The Real Reason We Moved,X-U_nkpu8Ps,0,24,355512,2020-09-11 17:25:24,145,en,asr,24,Entertainment,True
Brad Sams,UCzOKcMln-okHDLE6BgXw3Hg,Xbox Series S Revealed,Xbox Series S Revealed,ASrVL97wX2E,0,22,269366,2020-09-11 17:25:24,146,,,22,People & Blogs,True
Jesús Enrique Rosas,UCwClkA2_fv3Zo36qKN5fcew,Djokovic hits line judge but body language tells the TRUTH:,Djokovic hits line judge but body language tells the TRUTH:,oO_2QBiZRaI,0,17,185652,2020-09-11 17:25:24,147,en,asr,17,Sports,True
Jesús Enrique Rosas,UCwClkA2_fv3Zo36qKN5fcew,Djokovic hits line judge but body language tells the TRUTH:,Djokovic hits line judge but body language tells the TRUTH:,oO_2QBiZRaI,0,17,185652,2020-09-11 17:25:24,147,en,standard,17,Sports,True
Jesús Enrique Rosas,UCwClkA2_fv3Zo36qKN5fcew,Djokovic hits line judge but body language tells the TRUTH:,Djokovic hits line judge but body language tells the TRUTH:,oO_2QBiZRaI,0,17,185652,2020-09-11 17:25:24,147,es,standard,17,Sports,True
Screen Rant,UC2iUwfYi_1FCGGqhOUNx-iA,Disney's Live-Action Mulan Pitch Meeting,Disney's Live-Action Mulan Pitch Meeting,j_USHuhOqyk,0,24,1161480,2020-09-11 17:25:24,148,en,asr,24,Entertainment,True
Yawi Vlogs,UCeZBPJV0fh4Dv4PPkBrh_qg,Heavy Rainstorm FLOODED Our Basement! BUSTED Window And Rushing Water!,Heavy Rainstorm FLOODED Our Basement! BUSTED Window And Rushing Water!,emnA7QD0h4k,0,22,3697620,2020-09-11 17:25:24,149,en,asr,22,People & Blogs,True
Tekashi 6ix9ine,UCF6jRAgCbSanHolKt0Vt6Qw,6ix9ine - LOCKED UP PT 2 (Feat. Akon) [Official Lyric Video],6ix9ine - LOCKED UP PT 2 (Feat. Akon) [Official Lyric Video],b2yTTKQwq5g,0,10,4528475,2020-09-11 17:25:24,150,en,asr,10,Music,True
