channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
Let's Game It Out,UCto7D1L-MiRoOziCXK9uT5Q,I Completely Broke the Entire Game with Just 1 Item in Raft,I Completely Broke the Entire Game with Just 1 Item in Raft,2-uQ70LZEyc,0,20,2854998,2022-08-10 12:05:41,1,en,asr,20,Gaming,True
CoryxKenshin,UCiYcA0gJzg855iSKMrX3oHg,To The Samurai Community,To The Samurai Community,A3fcrCsOgpg,0,20,4998848,2022-08-10 12:05:41,2,en,asr,20,Gaming,True
AMP,UCJbYdyufHR-cxOuY96KIoqA,AMP LOVE & BOXING,AMP LOVE & BOXING,IjKjsFdecIA,0,24,1247814,2022-08-10 12:05:41,3,en,asr,24,Entertainment,True
RodWave,UCenjunBhBhvKjfDAESnoppw,Rod Wave - Alone (Official Video),Rod Wave - Alone (Official Video),w5Ft8tuWRMQ,0,10,1391995,2022-08-10 12:05:41,4,en,asr,10,Music,True
Xeela Fitness,UCrXElbXvCkFQ_tktnqekTtQ,Insane 4 month body transformation (Heath Hussar),Insane 4 month body transformation (Heath Hussar),8RfmGdilDCY,0,22,340500,2022-08-10 12:05:41,5,en,asr,22,People & Blogs,True
Good Morning America,UCH1oRy1dINbMVp3UFWrKP0w,Jennette McCurdy gets candid about life as a child star in new memoir,Jennette McCurdy gets candid about life as a child star in new memoir,gtMJwdP8TCs,0,24,817109,2022-08-10 12:05:41,6,en,asr,24,Entertainment,True
9 News Australia,UCIYLOcEUX6TbBo7HQVF2PKA,Olivia Newton-John dies aged 73 | 9 News Australia,Olivia Newton-John dies aged 73 | 9 News Australia,91pBZdSGVGc,0,25,1365204,2022-08-10 12:05:41,7,en,asr,25,News & Politics,True
LastWeekTonight,UC3XTzVzaHQEd30rQbuvCtTQ,Monkeypox: Last Week Tonight with John Oliver (HBO),Monkeypox: Last Week Tonight with John Oliver (HBO),pQcFCFZIuZI,0,24,3179623,2022-08-10 12:05:41,8,en,asr,24,Entertainment,True
JIDVEVO,UCqTVLEx7lQPmYzc_m6T4sug,JID - Dance Now (Official Video),JID - Dance Now (Official Video),EVlGLtCnN-Y,0,10,399764,2022-08-10 12:05:41,9,en,asr,10,Music,True
JIDVEVO,UCqTVLEx7lQPmYzc_m6T4sug,JID - Dance Now (Official Video),JID - Dance Now (Official Video),EVlGLtCnN-Y,0,10,399764,2022-08-10 12:05:41,9,en,standard,10,Music,True
ABC7,UCVxBA3Cbu3pm8w8gEIoMEog,"Anne Heche slipped into coma, is in critical condition after fiery Mar Vista crash, rep says | ABC7","Anne Heche slipped into coma, is in critical condition after fiery Mar Vista crash, rep says | ABC7",gRbdtHP7P1o,0,25,1714165,2022-08-10 12:05:41,10,en,asr,25,News & Politics,True
ABC7,UCVxBA3Cbu3pm8w8gEIoMEog,"Anne Heche slipped into coma, is in critical condition after fiery Mar Vista crash, rep says | ABC7","Anne Heche slipped into coma, is in critical condition after fiery Mar Vista crash, rep says | ABC7",gRbdtHP7P1o,0,25,1714165,2022-08-10 12:05:41,10,en,standard,25,News & Politics,True
ABC7,UCVxBA3Cbu3pm8w8gEIoMEog,"Anne Heche slipped into coma, is in critical condition after fiery Mar Vista crash, rep says | ABC7","Anne Heche slipped into coma, is in critical condition after fiery Mar Vista crash, rep says | ABC7",gRbdtHP7P1o,0,25,1714165,2022-08-10 12:05:41,10,en,standard,25,News & Politics,True
Megan Thee Stallion,UCKrdjiuS66yXOdEZ_cOD_TA,Megan Thee Stallion - Traumazine [Official Trailer],Megan Thee Stallion - Traumazine [Official Trailer],VnjarSyLkd0,0,10,258641,2022-08-10 12:05:41,11,,,10,Music,True
merrelltwins,UCwtnkRZcvL4bfopzJ-Von8Q,Twins Swap Birthday Gift Exchange - Merrell Twins,Twins Swap Birthday Gift Exchange - Merrell Twins,MsuFvC3_Sg4,0,23,411122,2022-08-10 12:05:41,12,en,asr,23,Comedy,True
BeckBroJack,UC_cvTMeip9po2hZdF3aBXrA,I Secretly Cheated with //PASTE in a Building Competition,I Secretly Cheated with //PASTE in a Building Competition,yXGJryiSOYY,0,20,1047328,2022-08-10 12:05:41,13,en,asr,20,Gaming,True
Entertainment Tonight,UCdtXPiqI2cLorKaPrfpKc4g,Olivia Newton-John Dead at 73,Olivia Newton-John Dead at 73,SBZ73v7cVcU,0,24,2657526,2022-08-10 12:05:41,14,en,asr,24,Entertainment,True
WPLG Local 10,UCgVZ0mrM3liHNhRYC5Mchgg,Crowds gather outside Donald Trump's Mar-a-Lago home following word of FBI raid,Crowds gather outside Donald Trump's Mar-a-Lago home following word of FBI raid,c0BAMG8W6to,0,25,921130,2022-08-10 12:05:41,15,en,asr,25,News & Politics,True
The Spiffing Brit,UCRHXUZ0BxbkU2MYZgsuFgkQ,The Worst Skyrim Build.,The Worst Skyrim Build.,aM7zd24AH7Q,0,20,1093310,2022-08-10 12:05:41,16,en,asr,20,Gaming,True
Santea,UCs1pojuhtNrY5DEb5707sHA,SEEING MY TOXIC EX FOR THE FIRST TIME IN 2 YEARS!!!,SEEING MY TOXIC EX FOR THE FIRST TIME IN 2 YEARS!!!,4cqU-qgI-Hg,0,22,269716,2022-08-10 12:05:41,17,en,asr,22,People & Blogs,True
Monster Hunter,UCVS0xBpOtXBAl12rdG67-OQ,Monster Hunter Digital Event - August 2022,Monster Hunter Digital Event - August 2022,BctIUWYRvnE,0,20,273255,2022-08-10 12:05:41,18,en,asr,20,Gaming,True
J Cook,UCd4_qTyUvYuPbVUtYsdT6Tg,im going to court over the baby!,im going to court over the baby!,BqUvHjwNwwA,0,22,197865,2022-08-10 12:05:41,19,en,asr,22,People & Blogs,True
Benny Soliven,UC_ovJB6xS99RQGIq7ik5T_A,SPONTANEOUS FAMILY PICTURES ENDED UP LIKE THIS!  *MUST WATCH*,SPONTANEOUS FAMILY PICTURES ENDED UP LIKE THIS!  *MUST WATCH*,TNcWcvtNEpY,0,22,169642,2022-08-10 12:05:41,20,en,asr,22,People & Blogs,True
Tom Scott,UCBa659QWEk1AI4Tg--mrJ2A,How the US Postal Service reads terrible handwriting,How the US Postal Service reads terrible handwriting,XxCha4Kez9c,0,27,2021330,2022-08-10 12:05:41,21,en,asr,27,Education,True
Tom Scott,UCBa659QWEk1AI4Tg--mrJ2A,How the US Postal Service reads terrible handwriting,How the US Postal Service reads terrible handwriting,XxCha4Kez9c,0,27,2021330,2022-08-10 12:05:41,21,en,standard,27,Education,True
KandiOnline,UChp8DWbQLX4sNWBTBDsyRXg,KANDI & TINY - IF U GET CAUGHT (OFFICIAL MUSIC VIDEO),KANDI & TINY - IF U GET CAUGHT (OFFICIAL MUSIC VIDEO),rESThA83v50,0,22,181584,2022-08-10 12:05:41,22,en,asr,22,People & Blogs,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,ar,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,cs,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,de,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,en,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,es,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,fil,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,fr,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,id,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,it,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,ja,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,ko,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,nl,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,pl,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,pt,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,ru,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,tr,standard,24,Entertainment,True
Enes Yilmazer,UCHWbZM3BIGgZksvXegx_h3w,Inside David Dobrik's $12 Million LA Mansion!,Inside David Dobrik's $12 Million LA Mansion!,ZzIOosmD7wk,0,24,526796,2022-08-10 12:05:41,23,zh-Hans,standard,24,Entertainment,True
Beyoncé,UCuHzBCaKmtaLcRAOoazhCPA,"Beyoncé, Madonna - BREAK MY SOUL (THE QUEENS REMIX - Official Visualizer)","Beyoncé, Madonna - BREAK MY SOUL (THE QUEENS REMIX - Official Visualizer)",7UgIGVDEs_8,0,10,662280,2022-08-10 12:05:41,24,en,asr,10,Music,True
Sky Katz,UC2s4FEEvadlWdVwfTPfNyHA,Why Did You Call? - (Official Video/Short Film),Why Did You Call? - (Official Video/Short Film),rP-HFQnufLg,0,10,247707,2022-08-10 12:05:41,25,en,asr,10,Music,True
The Bramfam,UCOIGee5h5-_8cfY4wFwPX_w,OUR $3M DREAM HOUSE TOUR!!!,OUR $3M DREAM HOUSE TOUR!!!,W1Faxp8xCuk,0,22,399000,2022-08-10 12:05:41,26,en,asr,22,People & Blogs,True
TODAY,UC5G0-uMcGFhNts84d24BZqw,'I didn't want to do this': Wilkins breaks down remembering Olivia Newton-John | Today Australia,'I didn't want to do this': Wilkins breaks down remembering Olivia Newton-John | Today Australia,r0TYldQjBjE,0,25,621246,2022-08-10 12:05:41,27,en,asr,25,News & Politics,True
Bryson DeChambeau,UCCxF55adGXOscJ3L8qdKnrQ,Challenging Bob Does Sports To A Match | Bryson DeChambeau,Challenging Bob Does Sports To A Match | Bryson DeChambeau,w8vAoa3n2pU,0,17,271403,2022-08-10 12:05:41,28,en,asr,17,Sports,True
