,channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
0,DrakeVEVO,UCQznUf1SjfDqx65hX3zRDiA,Drake - Laugh Now Cry Later (Official Music Video) ft. Lil Durk,Drake - Laugh Now Cry Later (Official Music Video) ft. Lil Durk,JFm7YDVlqnI,0,10,10674978,2020-08-15 08:59:25,1,en,asr,10,Music,True
1,DrakeVEVO,UCQznUf1SjfDqx65hX3zRDiA,Drake - Laugh Now Cry Later (Official Music Video) ft. Lil Durk,Drake - Laugh Now Cry Later (Official Music Video) ft. Lil Durk,JFm7YDVlqnI,0,10,10674978,2020-08-15 08:59:25,1,en,standard,10,Music,True
2,Champions League on CBS Sports,UCET00YnetHT7tOpu12v8jxg,Barcelona vs. Bayern Munich | Champions League Quarterfinal Highlights | UCL on CBS Sports,Barcelona vs. Bayern Munich | Champions League Quarterfinal Highlights | UCL on CBS Sports,dYZlrfarCIs,0,17,1441389,2020-08-15 08:59:25,2,,,17,Sports,True
3,YoungBoy Never Broke Again,UClW4jraMKz6Qj69lJf-tODA,YoungBoy Never Broke Again - Kacey talk,YoungBoy Never Broke Again - Kacey talk,0C80BSgjb8M,0,10,4334878,2020-08-15 08:59:25,3,ru,asr,10,Music,True
4,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,da,standard,20,Gaming,True
5,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,de,standard,20,Gaming,True
6,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,en,standard,20,Gaming,True
7,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,es-ES,standard,20,Gaming,True
8,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,es-MX,standard,20,Gaming,True
9,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,fr-FR,standard,20,Gaming,True
10,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,it,standard,20,Gaming,True
11,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,ja,standard,20,Gaming,True
12,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,ko,standard,20,Gaming,True
13,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,nl-NL,standard,20,Gaming,True
14,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,pl,standard,20,Gaming,True
15,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,pt-BR,standard,20,Gaming,True
16,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,pt,standard,20,Gaming,True
17,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,ru,standard,20,Gaming,True
18,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,sv,standard,20,Gaming,True
19,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,zh-Hans,standard,20,Gaming,True
20,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends Season 6 – Boosted Gameplay Trailer,Apex Legends Season 6 – Boosted Gameplay Trailer,SCUXdRb5abU,0,20,2414511,2020-08-15 08:59:25,4,zh-Hant,standard,20,Gaming,True
21,MrBeast,UCX6OQ3DkcsbYNE6H8uQQuVA,I Bought A Private Island,I Bought A Private Island,FbM1yi4mMMc,0,24,22248657,2020-08-15 08:59:25,5,en,asr,24,Entertainment,True
22,XXL,UCbg_UMjlHJg_19SZckaKajg,2020 XXL Freshman Freestyles Trailer,2020 XXL Freshman Freestyles Trailer,e5WUD0g9QHg,0,10,550128,2020-08-15 08:59:25,6,en,asr,10,Music,True
23,PoloGVEVO,UCojuFn_hfMyScH5hSHTBADQ,Polo G - Martin & Gina (Official Video),Polo G - Martin & Gina (Official Video),YNyFAro1E5M,0,10,2709451,2020-08-15 08:59:25,7,en,asr,10,Music,True
24,P2istheName,UCn8wUiFIZsxbnvsiQmaVoIg,P2 - Speedway (Official Music Video),P2 - Speedway (Official Music Video),fqT81qdPpOw,0,24,819484,2020-08-15 08:59:25,8,pt,asr,24,Entertainment,True
25,Lyrical Lemonade,UCtylTUUVIGY_i5afsQYeBZA,"Internet Money - Lemonade ft. Don Toliver, Gunna & Nav (Dir. by @_ColeBennett_)","Internet Money - Lemonade ft. Don Toliver, Gunna & Nav (Dir. by @_ColeBennett_)",0opZqh_TprM,0,24,1113296,2020-08-15 08:59:25,9,,,24,Entertainment,True
26,Fortnite,UClG8odDC8TS6Zpqk9CGVQiQ,Nineteen Eighty-Fortnite - #FreeFortnite,Nineteen Eighty-Fortnite - #FreeFortnite,euiSHuaw6Q4,0,20,3940602,2020-08-15 08:59:25,10,,,20,Gaming,True
27,MileyCyrusVEVO,UCdI8evszfZvyAl2UVCypkTA,Miley Cyrus - Midnight Sky (Official Video),Miley Cyrus - Midnight Sky (Official Video),aS1no1myeTM,0,10,13342260,2020-08-15 08:59:25,11,en,asr,10,Music,True
28,XXL,UCbg_UMjlHJg_19SZckaKajg,2020 XXL Freshmen Read Mean Comments,2020 XXL Freshmen Read Mean Comments,IcqFcBmkSoQ,0,10,1102578,2020-08-15 08:59:25,12,en,asr,10,Music,True
29,MorganWallenVEVO,UCiQtJ9wVv8R-x7GKHzgZu8A,Morgan Wallen - 7 Summers (Lyric Video),Morgan Wallen - 7 Summers (Lyric Video),Db_mZ_2gtLg,0,10,679076,2020-08-15 08:59:25,13,,,10,Music,True
30,zefrank1,UCVpankR4HtoAVtYnFDUieYA,True Facts: The Hummingbird Warrior,True Facts: The Hummingbird Warrior,Biagyb7AcK8,0,15,441876,2020-08-15 08:59:25,14,en,asr,15,Pets & Animals,True
31,Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,The Devil All The Time starring Tom Holland & Robert Pattinson | Official Trailer | Netflix,The Devil All The Time starring Tom Holland & Robert Pattinson | Official Trailer | Netflix,EIzazUv2gtI,0,24,7115409,2020-08-15 08:59:25,15,en,asr,24,Entertainment,True
32,Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,The Devil All The Time starring Tom Holland & Robert Pattinson | Official Trailer | Netflix,The Devil All The Time starring Tom Holland & Robert Pattinson | Official Trailer | Netflix,EIzazUv2gtI,0,24,7115409,2020-08-15 08:59:25,15,en-US,standard,24,Entertainment,True
33,SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,SuperM 슈퍼엠 ‘100' MV,SuperM 슈퍼엠 ‘100' MV,nyzhtvtJWDQ,0,10,6879105,2020-08-15 08:59:25,16,es,standard,10,Music,True
34,SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,SuperM 슈퍼엠 ‘100' MV,SuperM 슈퍼엠 ‘100' MV,nyzhtvtJWDQ,0,10,6879105,2020-08-15 08:59:25,16,id,standard,10,Music,True
35,SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,SuperM 슈퍼엠 ‘100' MV,SuperM 슈퍼엠 ‘100' MV,nyzhtvtJWDQ,0,10,6879105,2020-08-15 08:59:25,16,ja,standard,10,Music,True
36,SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,SuperM 슈퍼엠 ‘100' MV,SuperM 슈퍼엠 ‘100' MV,nyzhtvtJWDQ,0,10,6879105,2020-08-15 08:59:25,16,th,standard,10,Music,True
37,SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,SuperM 슈퍼엠 ‘100' MV,SuperM 슈퍼엠 ‘100' MV,nyzhtvtJWDQ,0,10,6879105,2020-08-15 08:59:25,16,vi,standard,10,Music,True
38,SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,SuperM 슈퍼엠 ‘100' MV,SuperM 슈퍼엠 ‘100' MV,nyzhtvtJWDQ,0,10,6879105,2020-08-15 08:59:25,16,zh-Hans,standard,10,Music,True
39,KatyPerryVEVO,UC-8Q-hLdECwQmaWNwXitYDw,Katy Perry - Smile,Katy Perry - Smile,vZA5heWazIQ,0,10,2639877,2020-08-15 08:59:25,17,en,standard,10,Music,True
40,Alexandra Cooper,UC9T6NSxBqFpO4HiCBcwXU0Q,MILEY CYRUS VLOG,MILEY CYRUS VLOG,korwt6MHfkA,0,22,440226,2020-08-15 08:59:25,18,en,asr,22,People & Blogs,True
41,CaseyNeistat,UCtinbF-Q-fVthA0qrFQTgXQ,JAMIE FOXX GAVE ME A BLACK EYE,JAMIE FOXX GAVE ME A BLACK EYE,8yqpfLLG_vQ,0,22,848514,2020-08-15 08:59:25,19,en,asr,22,People & Blogs,True
42,The Film Theorists,UC3sznuotAs2ohg_U__Jzj_Q,Film Theory: Rick is a Morty CONFIRMED! (Rick and Morty),Film Theory: Rick is a Morty CONFIRMED! (Rick and Morty),L2O-ZLKLhiw,0,1,2834396,2020-08-15 08:59:25,20,en,asr,1,Film & Animation,True
43,MoreSidemen,UCh5mLn90vUaB1PbRRx_AiaA,The SIDEMEN play FALL GUYS (Sidemen Gaming),The SIDEMEN play FALL GUYS (Sidemen Gaming),7XvVaeVdPnQ,0,22,3077256,2020-08-15 08:59:25,21,,,22,People & Blogs,True
44,Dua Lipa,UC-J-KZfRV8c13fOCkhXdLiQ,Dua Lipa - Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix] (Official Video),Dua Lipa - Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix] (Official Video),E3tCHMagPOY,0,10,1844375,2020-08-15 08:59:25,22,,,10,Music,True
45,Trey Songz,UC7DpParfqYQEbFGt5eTX5pQ,Trey Songz - Circles [Official Music Video],Trey Songz - Circles [Official Music Video],nPO2XNDFWN0,0,10,363625,2020-08-15 08:59:25,23,en,asr,10,Music,True
46,johnlegendVEVO,UCNnnwVSI5Ndo2I4Y-LPuuew,John Legend - Wild (feat. Gary Clark Jr.) (Official Video),John Legend - Wild (feat. Gary Clark Jr.) (Official Video),279RNoP5UyU,0,10,2112733,2020-08-15 08:59:25,24,en,asr,10,Music,True
47,SAVANNAH DEXTER,UCC_66Dd88p5EMqpR8Y4mUTw,Savannah Dexter - Gottem Talking ft. Adam Calhoun (Official Music Video),Savannah Dexter - Gottem Talking ft. Adam Calhoun (Official Music Video),pWoerADzny4,0,10,318752,2020-08-15 08:59:25,25,,,10,Music,True
48,Tom MacDonald,UCElGBUWDCa05jRzc2PfmGqQ,TWO NEW ALBUMS OUT NOW & I'M CRYING!,TWO NEW ALBUMS OUT NOW & I'M CRYING!,qYrELVEGJkg,0,10,163958,2020-08-15 08:59:25,26,en,asr,10,Music,True
49,Overly Sarcastic Productions,UCodbH5mUeF-m_BsNueRDjcw,Miscellaneous Myths: The Book Of Invasions,Miscellaneous Myths: The Book Of Invasions,uROtbSbkaq8,0,27,289170,2020-08-15 08:59:25,27,en,asr,27,Education,True
50,Overly Sarcastic Productions,UCodbH5mUeF-m_BsNueRDjcw,Miscellaneous Myths: The Book Of Invasions,Miscellaneous Myths: The Book Of Invasions,uROtbSbkaq8,0,27,289170,2020-08-15 08:59:25,27,en,standard,27,Education,True
51,EvanAndKatelyn,UCUuMYw2l2UeWyTGYixYfRCA,We Built a Clear Bed to See Our Cat’s Toe Beans,We Built a Clear Bed to See Our Cat’s Toe Beans,iIDWMpP84jY,0,26,235000,2020-08-15 08:59:25,28,de,standard,26,Howto & Style,True
52,EvanAndKatelyn,UCUuMYw2l2UeWyTGYixYfRCA,We Built a Clear Bed to See Our Cat’s Toe Beans,We Built a Clear Bed to See Our Cat’s Toe Beans,iIDWMpP84jY,0,26,235000,2020-08-15 08:59:25,28,en,standard,26,Howto & Style,True
53,EvanAndKatelyn,UCUuMYw2l2UeWyTGYixYfRCA,We Built a Clear Bed to See Our Cat’s Toe Beans,We Built a Clear Bed to See Our Cat’s Toe Beans,iIDWMpP84jY,0,26,235000,2020-08-15 08:59:25,28,es,standard,26,Howto & Style,True
54,EvanAndKatelyn,UCUuMYw2l2UeWyTGYixYfRCA,We Built a Clear Bed to See Our Cat’s Toe Beans,We Built a Clear Bed to See Our Cat’s Toe Beans,iIDWMpP84jY,0,26,235000,2020-08-15 08:59:25,28,hi,standard,26,Howto & Style,True
55,EvanAndKatelyn,UCUuMYw2l2UeWyTGYixYfRCA,We Built a Clear Bed to See Our Cat’s Toe Beans,We Built a Clear Bed to See Our Cat’s Toe Beans,iIDWMpP84jY,0,26,235000,2020-08-15 08:59:25,28,nl,standard,26,Howto & Style,True
56,EvanAndKatelyn,UCUuMYw2l2UeWyTGYixYfRCA,We Built a Clear Bed to See Our Cat’s Toe Beans,We Built a Clear Bed to See Our Cat’s Toe Beans,iIDWMpP84jY,0,26,235000,2020-08-15 08:59:25,28,pt,standard,26,Howto & Style,True
57,aliciakeysVEVO,UCETZ7r1_8C1DNFDO-7UXwqw,Alicia Keys - So Done (Official Video) ft. Khalid,Alicia Keys - So Done (Official Video) ft. Khalid,XDCXT7C7lnk,0,10,504487,2020-08-15 08:59:25,29,en,asr,10,Music,True
58,DisneyMusicVEVO,UCgwv23FVv3lqh567yagXfNg,"Christina Aguilera - Loyal Brave True (From ""Mulan""/Official Video)","Christina Aguilera - Loyal Brave True (From ""Mulan""/Official Video)",G6PZm8vhm6I,0,10,447263,2020-08-15 08:59:25,30,en,asr,10,Music,True
59,DisneyMusicVEVO,UCgwv23FVv3lqh567yagXfNg,"Christina Aguilera - Loyal Brave True (From ""Mulan""/Official Video)","Christina Aguilera - Loyal Brave True (From ""Mulan""/Official Video)",G6PZm8vhm6I,0,10,447263,2020-08-15 08:59:25,30,en,standard,10,Music,True
60,MGKVEVO,UC2a9zmrdjvLsrRgi4G4blWw,Machine Gun Kelly - concert for aliens (Official Music Video),Machine Gun Kelly - concert for aliens (Official Music Video),dANJlolAYyA,0,10,1181745,2020-08-15 08:59:25,31,en,standard,10,Music,True
61,PTXofficial,UCmv1CLT6ZcFdTJMHxaR9XeA,[OFFICIAL VIDEO] Happy Now - Pentatonix,[OFFICIAL VIDEO] Happy Now - Pentatonix,446fgjNuhTQ,0,10,227366,2020-08-15 08:59:25,32,en,asr,10,Music,True
62,UANLOF MUSIC,UCtYkcye4qLtsfODz17_PHdg,Lapiz  Conciente - El Descanso Eterno,Lapiz  Conciente - El Descanso Eterno,uf-36RC6JHE,0,10,4889815,2020-08-15 08:59:25,33,es,asr,10,Music,True
63,bestdressed,UCnQhwPVwcP-DnbUZtIMrupw,sewing a dress from scratch *project runway i'm ready*,sewing a dress from scratch *project runway i'm ready*,1YlsqNMzaL8,0,26,822687,2020-08-15 08:59:25,34,en,asr,26,Howto & Style,True
64,Jason Nash,UCCI_8nSz_TYWWaXMV475c9Q,SURPRISING VLOG SQUAD WITH CRAZY TATTOO GAME!!,SURPRISING VLOG SQUAD WITH CRAZY TATTOO GAME!!,90Mb0sGociQ,0,23,472095,2020-08-15 08:59:25,35,,,23,Comedy,True
65,1theK (원더케이),UCweOkPb1wVVH0Q0Tlj4a5Pw,[MV] WONHO(원호) _ Losing You,[MV] WONHO(원호) _ Losing You,ydipwkP8r_Y,0,24,758630,2020-08-15 08:59:25,36,en,asr,24,Entertainment,True
66,Will Smith,UCKuHFYu3smtrl2AwwMOXOlg,he saved my life,he saved my life,Itr3jnGNNEo,0,24,160288,2020-08-15 08:59:25,37,en,asr,24,Entertainment,True
67,EAMADDENNFL,UCPpddbTbOr_uWWQT9Pw1rbA,Madden 21 | The Yard Trailer,Madden 21 | The Yard Trailer,CNMvPse-P-g,0,20,235477,2020-08-15 08:59:25,38,en,asr,20,Gaming,True
68,RDCworld1,UC4G10tk3AHFuyMIuD3rHOBA,How Hard Fighting Game Combos used to be,How Hard Fighting Game Combos used to be,dX480fsk510,0,23,1248312,2020-08-15 08:59:25,39,en,asr,23,Comedy,True
69,Brooklyn and Bailey,UC6QWhGQqf0YDYdRb0n6ojWw,Meet Matt (Date #4) | Brooklyn's 10 Dates in 10 Days,Meet Matt (Date #4) | Brooklyn's 10 Dates in 10 Days,uhZE84C5g0M,0,24,1157856,2020-08-15 08:59:25,40,en,asr,24,Entertainment,True
70,Brooklyn and Bailey,UC6QWhGQqf0YDYdRb0n6ojWw,Meet Matt (Date #4) | Brooklyn's 10 Dates in 10 Days,Meet Matt (Date #4) | Brooklyn's 10 Dates in 10 Days,uhZE84C5g0M,0,24,1157856,2020-08-15 08:59:25,40,en,standard,24,Entertainment,True
71,The Food Theorists,UCHYoe8kQ-7Gn9ASOlmI0k6Q,"Food Theory: The TRUE Cost of Winning $1,000,000 at McDonald's (Monopoly)","Food Theory: The TRUE Cost of Winning $1,000,000 at McDonald's (Monopoly)",ZOcI_9pAR_A,0,26,1228694,2020-08-15 08:59:25,41,,,26,Howto & Style,True
72,Eddy Burback,UCuo9VyowIT-ljA5G2ZuC6Yw,Did the Pandemic Make Late Night TV Better?,Did the Pandemic Make Late Night TV Better?,rYErvhVhlzU,0,23,248366,2020-08-15 08:59:25,42,en,asr,23,Comedy,True
73,colinfurze,UCp68_FLety0O-n9QU6phsgw,The Ultimate Garden Swing,The Ultimate Garden Swing,c-ogahIlhWk,0,24,1494992,2020-08-15 08:59:25,43,en,asr,24,Entertainment,True
74,illymation,UCsKVP_4zQ877TEiH_Ih5yDQ,In defense of CATS,In defense of CATS,H7CpOdB2-rg,0,1,326875,2020-08-15 08:59:25,44,en,asr,1,Film & Animation,True
75,Brawadis,UCvtRTOMP2TqYqu51xNrqAzg,I ASKED HER TO BE MY GIRLFRIEND...,I ASKED HER TO BE MY GIRLFRIEND...,3C66w5Z0ixs,0,22,3846333,2020-08-15 08:59:25,45,en,asr,22,People & Blogs,True
76,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,Aquaman - The Worst Superhero Movie Ever Made?,Aquaman - The Worst Superhero Movie Ever Made?,fnGRjwAst7o,0,24,583053,2020-08-15 08:59:25,46,en,asr,24,Entertainment,True
77,The Schmo,UC-muTcRmDEEBTV8F8Fm82pA,Dana White Addresses Why Conor McGregor is Still in UFC Rankings,Dana White Addresses Why Conor McGregor is Still in UFC Rankings,KHeVTRrg4h8,0,17,246233,2020-08-15 08:59:25,47,en,asr,17,Sports,True
78,Tristan Jass,UCxEUEkp5y728nY57wg8z3dw,Biggest Trash Talker EVER Gets EXPOSED BAD! 1v1 Basketball In Arizona!,Biggest Trash Talker EVER Gets EXPOSED BAD! 1v1 Basketball In Arizona!,EDO8Z3O7lus,0,24,1228873,2020-08-15 08:59:25,48,en,asr,24,Entertainment,True
79,BANGTANTV,UCLkAepWjdylmXSltofFvsYQ,BTS (방탄소년단) 'BREAK THE SILENCE: THE MOVIE' Official Trailer 1 (30''),BTS (방탄소년단) 'BREAK THE SILENCE: THE MOVIE' Official Trailer 1 (30''),hz9_jkrrptU,0,10,4209454,2020-08-15 08:59:25,49,ko,asr,10,Music,True
80,BANGTANTV,UCLkAepWjdylmXSltofFvsYQ,BTS (방탄소년단) 'BREAK THE SILENCE: THE MOVIE' Official Trailer 1 (30''),BTS (방탄소년단) 'BREAK THE SILENCE: THE MOVIE' Official Trailer 1 (30''),hz9_jkrrptU,0,10,4209454,2020-08-15 08:59:25,49,en,standard,10,Music,True
81,BANGTANTV,UCLkAepWjdylmXSltofFvsYQ,BTS (방탄소년단) 'BREAK THE SILENCE: THE MOVIE' Official Trailer 1 (30''),BTS (방탄소년단) 'BREAK THE SILENCE: THE MOVIE' Official Trailer 1 (30''),hz9_jkrrptU,0,10,4209454,2020-08-15 08:59:25,49,ja,standard,10,Music,True
82,jacksepticeye,UCYzPXprvl5Y-Sf0g4vX-m6g,I left youtube for a month and THIS is what happened.,I left youtube for a month and THIS is what happened.,J78aPJ3VyNs,0,24,3291280,2020-08-15 08:59:25,50,en,asr,24,Entertainment,True
83,Rancho Humilde,UC648rgJOboZlgcDbW00vTSA,Ovi x Natanael Cano x Aleman x Big Soto - Vengo De Nada [Official Video],Ovi x Natanael Cano x Aleman x Big Soto - Vengo De Nada [Official Video],SsWHMAhshPQ,0,10,3056835,2020-08-15 08:59:25,51,es,asr,10,Music,True
84,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,da,standard,20,Gaming,True
85,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,de-DE,standard,20,Gaming,True
86,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,en,standard,20,Gaming,True
87,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,es-ES,standard,20,Gaming,True
88,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,es-MX,standard,20,Gaming,True
89,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,fi,standard,20,Gaming,True
90,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,fr-FR,standard,20,Gaming,True
91,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,it,standard,20,Gaming,True
92,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,ja,standard,20,Gaming,True
93,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,ko,standard,20,Gaming,True
94,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,nl-NL,standard,20,Gaming,True
95,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,no,standard,20,Gaming,True
96,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,pl,standard,20,Gaming,True
97,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,pt-BR,standard,20,Gaming,True
98,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,pt-PT,standard,20,Gaming,True
99,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,ru,standard,20,Gaming,True
100,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,sv,standard,20,Gaming,True
101,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,3298585,2020-08-15 08:59:25,52,zh-Hans,standard,20,Gaming,True
